# E2_0.2.dat
 # dt=  0.20000000000000001        nend=           5   np=           1
 # t, u, exp(t), u-exp(t)
  0.200  0.1600000D+01  0.1221403D+01  0.3785972D+00
  0.400  0.2080000D+01  0.1491825D+01  0.5881753D+00
  0.600  0.2720000D+01  0.1822119D+01  0.8978812D+00
  0.800  0.3552000D+01  0.2225541D+01  0.1326459D+01
  1.000  0.4640000D+01  0.2718282D+01  0.1921718D+01
